   	CUSTOMER_CODE	COMPANY_CODE	BUSINESS_NO	OFFICER_NAME	OFFICER_NAME_ENG	CUSTOMER_NAME	CUSTOMER_NAME_ENG	NATION_CODE	ZIP_CODE	ADDRESS	ADDRESS_ENG	TEL_NO	FAX_NO	CO_CERTIFIED_EXPORTER_YN	CERTIFICATION_NO	REMARK	INTG_INTERFACE_TRANS_ID	TARGET_YN	EMAIL	SEND_RECEIVE_IDENTIFIER_CODE	DELETE_YN	ATTRIBUTE01	ATTRIBUTE02	ATTRIBUTE03	ATTRIBUTE04	ATTRIBUTE05	CREATE_DATE	CREATE_BY	UPDATE_DATE	UPDATE_BY
442	100806	PLS100				SIMONA AG -PLANT KIRN-	SIMONA AG -PLANT KIRN-	DE	55606	TEICHWEG 16	TEICHWEG 16	675214-0		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
443	100818	PLS100				SUMIKA POLYMER COMPOUNDS (FRANCE)	SUMIKA POLYMER COMPOUNDS (FRANCE)	FR	13310	ZI DU BOIS DE LEUZE5 AVENUE MARIE CURIE	ZI DU BOIS DE LEUZE5 AVENUE MARIE CURIE	490474620		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
444	100825	PLS100	307-81-06942	손인석		(주)코아비스	COAVIS Co.,Ltd	KR	30058	세종특별자치시 연서면 공단로 117	117, Gongdan-ro, Yeonseo-myeonSejong, Korea	82-44-861-6277	82-44-863-1212	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
445	100838	PLS100				UTP Metalltechnik GmbH & Co.KG	UTP Metalltechnik GmbH & Co.KG	DE	57413	Industriestrasse 55&57	Industriestrasse 55&57	33858612590	23925022915	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
446	100863	PLS100				LE JOINT FRANCAIS	LE JOINT FRANCAIS	FR	86107	RUE ANDRE BOULLE	RUE ANDRE BOULLE	549023422		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
447	100927	PLS100				VITESCO AUTOMOTIVE WUHU CO.,LTD	VITESCO AUTOMOTIVE WUHU CO.,LTD	CN	241009	YINHU ROAD (N) 27	YINHU ROAD (N) 27			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
448	100938	PLS100				EXXONMOBIL PRODUCT SOLUTIONS	EXXONMOBIL PRODUCT SOLUTIONS	US	70807	12875 Scenic Hwy	12875 Scenic Hwy	18002316633	14149215083	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
449	100953	PLS100				STONERIDGE INC	STONERIDGE INC	US	44904	345 S. MILL ST.	345 S. MILL ST.	4198844101		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
450	100970	PLS100				Sumitomo Riko Co., Ltd	Sumitomo Riko Co., Ltd	JP	4858550	1, Higashi 3-chome Komaki-shi,	1, Higashi 3-chome Komaki-shi,	042-7012790	427483660	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
451	402813	PLS100				TUV RHEINLAND CERT GMBH	TUV RHEINLAND CERT GMBH	DE	51105	AM GRAUEN STEIN	AM GRAUEN STEIN	221/806-5910	221/806-2765	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
452	403	PLS100				플라스틱옴니움 중국 닝보공장	Ningbo Plastic Omnium Auto Inergy	CN	315800	Ningbo	NingboDahe Road, Chunxiao Town			N			99119	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
453	403239	PLS100				TUV RHEINLAND CERT GMBH	TUV RHEINLAND CERT GMBH	DE	51105	Am. Grauen Stein	Am. Grauen Stein	3075622112		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
454	403250	PLS100				BEMACO ENGINEERING GMBH and CO.KG	BEMACO ENGINEERING GMBH and CO.KG	DE	33449	Benteler Str. 31	Benteler Str. 31	5248811100	5248811109	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
455	403264	PLS100				BIELOMATIK LEUZE GMBH+CO	BIELOMATIK LEUZE GMBH+CO	DE	72639	DAIMLERSTRAßE	DAIMLERSTRAßE	702512470	702512279	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
456	403432	PLS100				TUEV SUED Product Service GmbH	TUEV SUED Product Service GmbH	DE	85748	DAIMLERSTRAßE 11	DAIMLERSTRAßE 11	+49 175 69 58 65	8932950725	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
457	403450	PLS100				Rocand 9184-2518 Quebec Inc.	Rocand 9184-2518 Quebec Inc.	CA	G1P 4S5	2511 Bld Parc technologique	2511 Bld Parc technologique	4186569917	4186566688	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
458	403692	PLS100	956501100			TOTALENERGIES ADDITIVES & FUELS	TOTALENERGIES ADDITIVES & FUELS	FR	69700	3 PLACE DU BASSIN	3 PLACE DU BASSIN	472492700	472498420	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
459	403744	PLS100	352914790			ADI - Askea Design Ingenierie	ADI - Askea Design Ingenierie	FR	93284	2 boulevard de la Liberation	2 boulevard de la Liberation	240067139	228031052	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
460	403792	PLS100				RUHLAMAT AUTOMATION TECHNOLOGIES	RUHLAMAT AUTOMATION TECHNOLOGIES	CN	215021	NO.306 SUHONG ROAD MIDDLESuzhou Industrial Park	NO.306 SUHONG ROAD MIDDLESuzhou Industrial Park	51267671108	51267671109	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
461	403871	PLS100				TIANJIN AD. AUTOMATION TECHNOLOGY	TIANJIN AD. AUTOMATION TECHNOLOGY	CN	300300	ShunJie Road No.7 NingHe XianDai Industry Zone	ShunJie Road No.7 NingHe XianDai Industry Zone	2260971576	2260971575	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
462	403911	PLS100				MAHLE SHANGHAI FILTER SYSTEMS	MAHLE SHANGHAI FILTER SYSTEMS	CN	201400	NO.1299 NORTH HUAN CHENG ROAD1199 Fengpu Industrial Park	NO.1299 NORTH HUAN CHENG ROAD1199 Fengpu Industrial Park	2151360631	2151365742	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
463	404	PLS100				Guangzhou Plastic Omnium Auto	Guangzhou Plastic Omnium Auto	CN	511455	GuangzhouLianxi Avenue, Huangge Town	GuangzhouLianxi Avenue, Huangge Town			N			99119	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
464	404004	PLS100				TAIZHOU HUANGYAN XINGTAI PLASTIC	TAIZHOU HUANGYAN XINGTAI PLASTIC	CN	318020	NO.12 HUIMIN ROAD, NORTH INDUSTRY Z	NO.12 HUIMIN ROAD, NORTH INDUSTRY Z	57684081818	576-84081225	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
465	404310	PLS100	101-01-75441	김영무외134명		김.장 법률사무소	Kim & Chang Law office	KR	3170	223, Naeja-dong, Jongno-guSeoul, Korea	223, Naeja-dong, Jongno-guSeoul, Korea	02-3703-1114		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
466	404392	PLS100				haiyan hongqi industry manufacture	haiyan hongqi industry manufacture	CN	314317	haiyan xitang bridge zhenyuantongji	haiyan xitang bridge zhenyuantongji	0573-86888860	0573-86888878	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
467	404481	PLS100				HIRSCHMANN AUTOMOTIVE GMBH	HIRSCHMANN AUTOMOTIVE GMBH	AT	6830	Oberer Paspelsweg 6-8	Oberer Paspelsweg 6-8	43(0)5522-307...	43(0)5522-307-78	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
468	404564	PLS100				INERGY VA PLASTIRAN	INERGY VA PLASTIRAN	IR	13861	14th km old Karaj Road ,Iran khodro,Bld	14th km old Karaj Road ,Iran khodro,Bld	912-735-94-35	21-44-92-30-27	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
469	404729	PLS100				ODETTE INTERNATIONAL Ltd	ODETTE INTERNATIONAL Ltd	GB	SW1P 2BN	71 GREAT PETER STREET	71 GREAT PETER STREET	442073441638		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
470	404744	PLS100				k3 works gmbh	k3 works gmbh	DE	91757	INDUSTRIESTRASSE 5	INDUSTRIESTRASSE 5	+49 (0)9142 2024	(0)91 42 20 24 1	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
471	404799	PLS100				LPKF WeldingQuipment GmbH	LPKF WeldingQuipment GmbH	DE	90765	ALFRED-NOBEL-STRASSE 55-57	ALFRED-NOBEL-STRASSE 55-57	911669859-0	911669859-77	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
472	404856	PLS100	329022727			Piovan France	Piovan France	FR	1460	1 parc d'activite	1 parc d'activite	474766966-033	474767702-033	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
473	405	PLS100				Shenyang Plastic Omnium Auto Inergy	Shenyang Plastic Omnium Auto Inergy	CN	110042	ShenyangXuanchang Bei Road	ShenyangXuanchang Bei Road			N			99119	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
474	405902	PLS100				SHENZHEN YUANWANG INDUSTRY	SHENZHEN YUANWANG INDUSTRY	CN	518103	HONGPAI TECHNOLOGY CENTER,	HONGPAI TECHNOLOGY CENTER,	0755-27320949	0755-27320956	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
475	406	PLS100				PT Plastic Omnium Indonesia	PT Plastic Omnium Indonesia	ID	17330	Jawa BaratKawasan Industri Terpadu Indonesia China	Jawa BaratKawasan Industri Terpadu Indonesia China			N			99119	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
476	406012	PLS100				DEL-BEMACO Engineering GmbH & Co.	DEL-BEMACO Engineering GmbH & Co.	DE	33449	Benteler Str. 31	Benteler Str. 31	5248 811 100-...	5248 811 109-004	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
477	406312	PLS100				IBR MESSTECHNIK GMBH & CO KG	IBR MESSTECHNIK GMBH & CO KG	DE	36166	Kirchstr. 20	Kirchstr. 20	6673919180	6673919185	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
478	406358	PLS100				Zerma Machinery & Recycling	Zerma Machinery & Recycling	CN	201612	Nr. 5 XINJIERD, XINQIAO TOWNSHIP,	Nr. 5 XINJIERD, XINQIAO TOWNSHIP,	021-57645573	021-57646766	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
479	406497	PLS100	27AAATT1989			THE AUTOMOTIVE RESEARCH	THE AUTOMOTIVE RESEARCH	IN	411038	102,vetal hill, off paud road	102,vetal hill, off paud road	2030231111	2025434190	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
480	406614	PLS100				DEKRA Testing and Certification	DEKRA Testing and Certification	CN	200436	10/F, Building 16#, No.250	10/F, Building 16#, No.250			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
481	406712	PLS100				SH CISENS AUTOMOTION CO.,LTD	SH CISENS AUTOMOTION CO.,LTD	CN	201802			86(0)21 69126230	86(0)21 69126076	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
482	406766	PLS100				DEKRA TESTING & CERTIFICATION	DEKRA TESTING & CERTIFICATION	CN	200436			2160567555	2160567555	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
483	406874	PLS100	610-36-78186	박광일		*DEL*아이엠인더스트리	*DEL* IM Industry	KR	689901	울산광역시 울주군 온양읍 터실2길 4	481-12,Mangyang-ri, Onyang-eup,Ulju-Kun, Ulsan, Korea(New address:4,Teorsil2-gil,Onyang-eup	052-239-5534	052-239-9070	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
484	406975	PLS100				Firma Elke Feuerherm	Firma Elke Feuerherm	DE	53840	Kasinostrasse	Kasinostrasse	492241873410		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
485	407	PLS100				DSK Plastic Omnium Inergy" LLC	DSK Plastic Omnium Inergy" LLC	RU	445038	TogliattiSevernaya Street	TogliattiSevernaya Street			N			99119	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2026-08-12  11:49:37	PKG01_IF_LOAD.CUSTOMER_PROC
486	407047	PLS100				FARO SINGAPORE PTE LTD	FARO SINGAPORE PTE LTD	SG	486548	NO.3, CHANGI SOUTH STREET 2	NO.3, CHANGI SOUTH STREET 2	4424581251		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
487	407282	PLS100	HRB4003			BOND-LAMINATES GmbH	BOND-LAMINATES GmbH	DE	59929	Am Patbergschen Dorn 11	Am Patbergschen Dorn 11	49296196628-0		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
488	407936	PLS100				MOTAN-COLORTRONIC PTE LTD.	MOTAN-COLORTRONIC PTE LTD.	SG	787601	23 TAGORE LANE#04-15	23 TAGORE LANE#04-15	68737666	68737555	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
489	408103	PLS100	303-39-60822			Veritrans International Co.,Ltd.	Veritrans International Co.,Ltd.	TH	10400	60/1 Monririn Building,Suite 301 BPhaholyothin 8, Samsennai,Phayathai	60/1 Monririn Building,Suite 301 BPhaholyothin 8, Samsennai,Phayathai	26154381	26166200	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
490	408355	PLS100	523228500			PROCESSIA SOLUTIONS	PROCESSIA SOLUTIONS	FR	95870	80, quai Voltaire ？ Immeuble River	80, quai Voltaire ？ Immeuble River	146035355		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
491	408438	PLS100				BJ SLX MEC. & ELEC EQUIPMENT	BJ SLX MEC. & ELEC EQUIPMENT	CN	101100	Nr. 131-1, XINHUA WEST STREET	Nr. 131-1, XINHUA WEST STREET	13141083305	010-69529723	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
492	408559	PLS100				DEL-ZERMA MACHINARY& RECYCLING	DEL-ZERMA MACHINARY& RECYCLING	CN	201612			2157645573	2157646766	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
493	408586	PLS100				RADIANT POLYMERS PVT.LTD	RADIANT POLYMERS PVT.LTD	IN	201010	SAHIBABADGHAZIABAD	SAHIBABADGHAZIABAD	1204537200		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
494	408609	PLS100	877120030			SMIT	SMIT	FR	2700	9 BLD DU 32eme R.I.	9 BLD DU 32eme R.I.	323571182		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
495	409156	PLS100				PORTLAND RESOURCING LTD	PORTLAND RESOURCING LTD	GB	W1W5PQ	4TH FLOOR DEVON HOUSE171-177 Great Portland Street	4TH FLOOR DEVON HOUSE171-177 Great Portland Street			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
496	409224	PLS100				MOTAN-COLORTRONIC GMBH	MOTAN-COLORTRONIC GMBH	DE	32257	BACHSTRAßE	BACHSTRAßE	5223685440	52236854411	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
497	409288	PLS100				SMIT	SMIT	FR	2700	BOULEVARD DU 32e RI	BOULEVARD DU 32e RI	323571182		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
498	409630	PLS100				ROBERT BOSCH GMBH	ROBERT BOSCH GMBH	DE	70442	POSTFACH 30 02 40	POSTFACH 30 02 40			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
499	409724	PLS100				DBI Plastics (Shanghai)	DBI Plastics (Shanghai)	CN	200235	RM701, Building 2, NO.100, Qinzhou	RM701, Building 2, NO.100, Qinzhou	021-60852029	021-60852015	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
500	410652	PLS100				THERMOCOAX SAS	THERMOCOAX SAS	FR	92156	BD HENRI SELLIER	BD HENRI SELLIER	133628100		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
501	410879	PLS100	505-02-68789	최원식		*DEL*대일기전	*DEL* DAEIL GIJEON	KR	0	경상북도 경주시 용강동 1310-8 세광상가 A1층-5	1310-8, YONGGANG-DONGGYEONGJU, GYEONGSANGBUK-DO, KOREA	054-774-2511	054-774-2512	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
502	410880	PLS100	602-04-42804	유영석 외 1명		동호합동관세사	DONGHO CUSTOMS BROKER OFFICE	KR	6050	서울특별시 강남구 논현동70-8번지백향빌딩 408	BAEKHYANG BUILDING 408, 70-8NONHYEON 2-DONG, GANGNAM-GUSEOUL, KOREA			N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
503	410881	PLS100	116-81-36248	정태영		현대캐피탈(주)	HYUNDAI CAPITAL CO.,LTD	KR	7237	서울특별시 영등포구 의사당대로 3(여의도동) 현대캐피탈빌딩	3, UISADANG-DAERO,YEONGDEUNGPO-GU,SEOUL, KOREA	513669800		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
504	410882	PLS100	605-07-86821	전창호		창영특수고무	CHANGYOUNG SPECIAL RUBBER	KR	46977	부산광역시 사상구 괘감로 37,26-121(괘법동,부산사업용품유통상가)	TOWER 26/ROOM121,37, Gwaegam-ro, Sasang-gu,BUSAN, KOREA	5133150644	513194767	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
505	410883	PLS100	505-09-63444	김희영		동일상사(화공약품)	DONGIL SANGSA(CHEMICALS)	KR	38146	경상북도 경주시 북성로 112 (성동동,1층)	1FLOOR, 352-1, SEONGDONG-DONGGYEONGJU, GYEONGSANGBUK-DO, KOREA	547723142	547729377	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
506	410884	PLS100	119-81-02596	박성호		한국훼스토(주)	FESTO KOREA	KR	8502	서울특별시 특별시 금천구 가산디지털1로 204(가산동)	204,GASAN-DONG, GEUMCHEON-GUSEOUL, KOREA	522274674	522936215	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
507	410885	PLS100	505-07-91344	윤 택		삼성이엔지	SAMSUNG ENG(Yoon, Taek)	KR	38166	경상북도 경주시 포석로 1086	1086, Poseok-ro,GYEONGJU, GYEONGSANGBUK-DO, KOREA	547724544	547754547	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
508	410886	PLS100	602-07-79277	방무안외1명		한강합동관세사무소	HANGANG CUSTOMS BROKER OFFICE	KR	48939	부산광역시 중구 중앙대로 88 중앙동 4가	JUNGSEK B/D 207, 89-14JUNGANG-DONG 4-GA, JUNG-GUBUSAN, KOREA	514652951	514652955	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
509	410887	PLS100	505-05-89223	김여상		현대천막앵글사	HYUNDAI CHEONMAK ANGLE	KR	38158	경상북도 경주시 금성로 266 (노서동)	266, Geumseong-roGYEONGJU, GYEONGSANGBUK-DO, KOREA	547726642	547723566	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
510	410888	PLS100	504-81-59526	김명희		(주)하나계기	HANA INSTRUMENT	KR	41931	대구광역시 중구 서성로 7(동산동)	DONGSAN B/D, 297, DONGSAN-DONGJUNG-GUDAEGU, KOREA	532540101	532539169	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
511	410889	PLS100	505-06-84977	김함경		천우인쇄소	CHEONWOO PRINTS	KR	38102	경상북도 경주시 백률로82번길 26, 101 (동천동,1층)	101,Baekryul-ro 82bungilGyeongju, Gyeongsangbuk-do, Korea(Dongcheon-dong 1F)	547431156	547431157	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
512	410890	PLS100	502-82-10432	박낙조		한국승강기안전관리원대구지원	KOREA ELEVATOR SAFETY INSTITUTE	KR	42012	대구광역시 수성구 국채보상로 866 새마을금고연합회	Saemaeulgumgoyeonhaphui, 866Suseong-gu, Daegu, Korea	537427846		N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
513	410891	PLS100	505-81-57569	김병도		(주)동아로지스	DONGA LOGICS	KR	38071	경상북도 경주시 유림로13번길 156 (용강동)	9, Bukcheon-gil 12bungil,Gyeongju, Gyeongsangbuk-do, Korea	010-2518-2488	054-776-0008	N			90718	N			N						2025-09-30  11:12:15	PKG01_IF_LOAD.CUSTOMER_PROC	2025-09-30  11:12:52	PKG01_IF_LOAD.CUSTOMER_PROC
