   	SALES_NO	DIVISION_CODE	COMPANY_CODE	CUSTOMER_CODE	EXPORT_FLAG	DEPARTMENT_CODE	INVOICE_DATE	STATUS	EXPORTER_NAME	EXPORTER_REPRESENTATIVE_NAME	EXPORTER_BIZ_NO	EXPORTER_TEL_NO	EXPORTER_ADDRESS	PRODUCER_NAME	PRODUCER_REPRESENTATIVE_NAME	PRODUCER_BIZ_NO	PRODUCER_TEL_NO	PRODUCER_ADDRESS	INKOTERMS	INVOICE_NO	EXPORT_DECLARE_NO	EXPORT_DECLARE_DATE	EXPORT_ACCEPT_DATE	TARGET_FTA_CODE	BL_NO	VEHICLE_TYPE	VEHICLE_NAME	DEPARTURE_PORT_CODE	DEPARTURE_PORT_NAME	SHIPPING_DATE	ARRIVAL_CUSTOMER	ARRIVAL_NATION	ARRIVAL_PORT_CODE	ARRIVAL_PORT_NAME	PACKING_MARK	PACKING_COUNT	TOTAL_WEIGHT	COUNT_UNIT	CUSTOMS_CODE	COO_CERTIFY_NO	COO_ISSUE_TYPE	COO_DATE	INTG_INTERFACE_TRANS_ID	VIRTUAL_YN	SHIPMENT_BEFORE	SHIPMENT_AFTER	SHIP_INVOICE_NO	SALES_TYPE	INVOICE_HEADER_ID	DELIVERY_CUSTOMER_CODE	ATTRIBUTE01	ATTRIBUTE02	ATTRIBUTE03	ATTRIBUTE04	ATTRIBUTE05	DELETE_YN	CREATE_DATE	CREATE_BY	UPDATE_DATE	UPDATE_BY	EXPORT_TOT_DECLARE_SEQ	EMP_NO
116	95378631	PLS101	PLS100	1000928	D		20260707	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
117	95378630	PLS101	PLS100	1000928	D		20260707	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
118	95378628	PLS101	PLS100	1000420	D		20260707	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
119	95378627	PLS101	PLS100	1000420	D		20260707	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
120	95393335	PLS101	PLS100	1001591	E		20260707	1	OPmobility C-Power Korea Co.,LTD.	Park, Chul	5058106702	054-760-2119 / 054-760-2119	Cheongang-ro, Gangdong-myeon GYEONGJU-SI, GYEONGSANGBUK-DO 38034 SOUTH KOREA	OPmobility C-Power Korea Co.,LTD.	Park, Chul	5058106702	054-760-2119	Cheongang-ro, Gangdong-myeon GYEONGJU-SI, GYEONGSANGBUK-DO 38034 SOUTH KOREA																									99122	N				E		1001591						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
121	95378642	PLS101	PLS100	1000929	D		20260707	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
122	95378648	PLS101	PLS100	1000932	D		20260707	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
123	95378640	PLS101	PLS100	1000929	D		20260707	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
124	95378649	PLS101	PLS100	1000932	D		20260707	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
125	95378639	PLS101	PLS100	1000929	D		20260707	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
126	95378641	PLS101	PLS100	1000929	D		20260707	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
127	95378654	PLS101	PLS100	1000933	D		20260708	1	기아자동차㈜광주		 	 / 	서구화운로 277(내방동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000933						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
128	95397488	PLS101	PLS100	1000930	D		20260708	1	현대 모비스㈜		 	 / 	강남구테헤란로 203	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000930						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
129	95397489	PLS101	PLS100	1000930	D		20260708	1	현대 모비스㈜		 	 / 	강남구테헤란로 203	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000930						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
130	95382652	PLS101	PLS100	1000930	D		20260708	1	현대 모비스㈜		 	 / 	강남구테헤란로 203	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000930						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
131	95378655	PLS101	PLS100	1001828	D		20260708	1	(주)비엠피(B.M.P)		 	 / 	울산광역시고연공단2길	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1001828						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
132	95378636	PLS101	PLS100	1000928	D		20260708	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
133	95378635	PLS101	PLS100	1000928	D		20260708	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
134	95378637	PLS101	PLS100	1000928	D		20260708	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
135	95378634	PLS101	PLS100	1000928	D		20260708	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
136	95382622	PLS101	PLS100	1000420	D		20260708	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
137	95382621	PLS101	PLS100	1000420	D		20260708	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
138	95378645	PLS101	PLS100	1000929	D		20260708	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
139	95382638	PLS101	PLS100	1000929	D		20260708	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
140	95378646	PLS101	PLS100	1000929	D		20260708	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
141	95377314	PLS101	PLS100	1000644	E		20260708	4	OPmobility C-Power Korea Co.,LTD.	Park, Chul	5058106702	054-760-2119 / 054-760-2119	Cheongang-ro, Gangdong-myeon GYEONGJU-SI, GYEONGSANGBUK-DO 38034 SOUTH KOREA	OPmobility C-Power Korea Co.,LTD.	Park, Chul	5058106702	054-760-2119	Cheongang-ro, Gangdong-myeon GYEONGJU-SI, GYEONGSANGBUK-DO 38034 SOUTH KOREA						PKRRC																	G	2026-08-12  12:00:13	99122	N				E		1000644						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
142	95382655	PLS101	PLS100	1000932	D		20260708	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
143	95378650	PLS101	PLS100	1000932	D		20260708	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
144	95382637	PLS101	PLS100	1000929	D		20260708	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
145	95378644	PLS101	PLS100	1000929	D		20260708	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
146	95378643	PLS101	PLS100	1000929	D		20260708	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
147	95378651	PLS101	PLS100	1000932	D		20260708	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
148	95382662	PLS101	PLS100	1000933	D		20260708	1	기아자동차㈜광주		 	 / 	서구화운로 277(내방동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000933						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
149	95398605	PLS101	PLS100	1000930	D		20260708	1	현대 모비스㈜		 	 / 	강남구테헤란로 203	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000930						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
150	95385325	PLS101	PLS100	1000928	D		20260709	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
151	95382627	PLS101	PLS100	1000928	D		20260709	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
152	95382630	PLS101	PLS100	1000928	D		20260709	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
153	95382629	PLS101	PLS100	1000928	D		20260709	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
154	95382628	PLS101	PLS100	1000928	D		20260709	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
155	95393241	PLS101	PLS100	1000420	D		20260709	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
156	95382623	PLS101	PLS100	1000420	D		20260709	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
157	95385318	PLS101	PLS100	1000420	D		20260709	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
158	95382624	PLS101	PLS100	1000420	D		20260709	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
159	95382642	PLS101	PLS100	1000929	D		20260709	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
160	95382641	PLS101	PLS100	1000929	D		20260709	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
161	95382639	PLS101	PLS100	1000929	D		20260709	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
162	95382657	PLS101	PLS100	1000932	D		20260709	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
163	95382656	PLS101	PLS100	1000932	D		20260709	1	기아 자동차㈜		 	 / 	화성기아자동차로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000932						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
164	95382640	PLS101	PLS100	1000929	D		20260709	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
165	95382663	PLS101	PLS100	1000933	D		20260709	1	기아자동차㈜광주		 	 / 	서구화운로 277(내방동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000933						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
166	95382653	PLS101	PLS100	1000930	D		20260709	1	현대 모비스㈜		 	 / 	강남구테헤란로 203	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000930						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
167	95382654	PLS101	PLS100	1000930	D		20260710	1	현대 모비스㈜		 	 / 	강남구테헤란로 203	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000930						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
168	95382667	PLS101	PLS100	1000941	D		20260710	1	(주)성호테크		 	 / 	경상북도 영천시채신2공단길 88 (채신동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000941						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
169	95382668	PLS101	PLS100	1000941	D		20260710	1	(주)성호테크		 	 / 	경상북도 영천시채신2공단길 88 (채신동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000941						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
170	95382666	PLS101	PLS100	1000941	D		20260710	1	(주)성호테크		 	 / 	경상북도 영천시채신2공단길 88 (채신동)	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000941						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
171	95382635	PLS101	PLS100	1000928	D		20260710	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
172	95382631	PLS101	PLS100	1000928	D		20260710	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
173	95382632	PLS101	PLS100	1000928	D		20260710	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
174	95382634	PLS101	PLS100	1000928	D		20260710	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
175	95382633	PLS101	PLS100	1000928	D		20260710	1	케이지모빌리티 주식회사		 	 / 	평택시동삭로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000928						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
176	95382625	PLS101	PLS100	1000420	D		20260710	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
177	95395203	PLS101	PLS100	1000420	D		20260710	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
178	95385319	PLS101	PLS100	1000420	D		20260710	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
179	95397449	PLS101	PLS100	1000420	D		20260710	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
180	95382626	PLS101	PLS100	1000420	D		20260710	1	한국지엠㈜		 	 / 	인천부평대로	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000420						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
181	95382644	PLS101	PLS100	1000929	D		20260710	1	현대자동차㈜울산공장		 	 / 	북구염포로 700	오피모빌리티씨파워코리아 주식회사	박철	5058106702	054-760-2119	경상북도 경주시 강동면 천강로 534-48																									99122	N				D		1000929						N	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC	2026-08-12  11:56:11	PKG01_IF_LOAD.SALES_PROC		
